00:00.172  reports          | WARNING Unable to open 'C:\Users\Amministratore\AppData\Roaming\Blender Foundation\Blender\5.2\config\userpref.blend': Permission denied
20:32:02 | INFO: Extracting primitive: Icosphere.013
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.014
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.015
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.016
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.017
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.018
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.019
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.020
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.001
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.002
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.003
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.004
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.021
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.022
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.023
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Icosphere.024
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.121
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.122
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.123
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.124
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.041
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.125
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cylinder.051
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cylinder.052
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.247
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.025
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.027
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.029
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.026
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.028
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.030
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.035
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.011
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: BeltCourse.002
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.105
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.108
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.111
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: Cube.112
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: CURVE_ArchedGable_PaintedTimber.002
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: CURVE_ArchedGable_PaintedTimber.003
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: CURVE_Back_Clapboard_00.001
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: CURVE_Back_Clapboard_01.001
20:32:02 | INFO: Primitives created: 1
20:32:02 | INFO: Extracting primitive: CURVE_Back_Clapboard_02.002
20:32:02 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_03.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_04.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_05.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_06.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_07.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_08.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_09.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_10.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_11.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_12.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_13.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_14.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_15.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_16.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_17.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_18.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_19.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_20.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_21.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_22.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_23.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_24.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_25.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_26.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_27.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_28.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_29.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_30.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_31.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_32.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_33.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_34.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_35.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_36.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_37.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_38.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_Clapboard_39.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_CornerStile_9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_CornerStile_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_StringCourse_0.35_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_StringCourse_7.2_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Back_StringCourse_14.4_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_BellGable_SlateRoof.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_00
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_01
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_02
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_03
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_04
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_05
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_06
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_07
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_08
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_09
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_10
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_11
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_12
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_13
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_14
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_15
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_16
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_17
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_19
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_20
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_21
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_22
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Dome_Meridian_23
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Batten_00
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Batten_01
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Batten_15
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Batten_16
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Cornice_20.33
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Cornice_23.685
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Drum_Cornice_23.529999999999998
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_00_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_01_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_02_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_03_Continuous.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_04_Continuous.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_05_Continuous.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_06_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_07_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_08_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_09_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_10_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_11_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_12_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_13_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_14_Continuous.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_15_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_16_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_17_Continuous.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_18_Continuous
